"";"country.x";"year";"month";"elec_id";"enep";"seats";"memag";"varmag";"EthAl";"uppertier";"upperseats";"logenep";"logseats";"logmemag";"logvarmag";"logethal";"loguppertier";"logupperseats"
"127";"Bolivia";1993;6;"L-BOL-1993-6-6";4,66;130;1;0;0,739625060086525;0;0;1,73342389221509;4,87519732320115;0,693147180559945;0;0,553669607297809;0;0
"128";"Bolivia";1979;7;"L-BOL-1979-7-1";3,5;117;1;0;0,739625060086525;0;0;1,50407739677627;4,77068462446567;0,693147180559945;0;0,553669607297809;0;0
"129";"Bolivia";1980;6;"L-BOL-1980-6-29";4,35;130;1;0;0,739625060086525;0;0;1,67709656090792;4,87519732320115;0,693147180559945;0;0,553669607297809;0;0
"130";"Bolivia";2005;12;"L-BOL-2005-12-18";2,62;130;1;0;0,739625060086525;46,15;60;1,28647402583768;4,87519732320115;0,693147180559945;0;0,553669607297809;3,85333400907947;4,11087386417331
"131";"Bolivia";2014;10;"L-BOL-2014-10-12";2,238603;130;1;0;0,739625060086525;46,15385;60;1,17514206398299;4,87519732320115;0,693147180559945;0;0,553669607297809;3,85341566004074;4,11087386417331
"132";"Bolivia";1985;7;"L-BOL-1985-7-14";4,53;130;1;0;0,739625060086525;0;0;1,71018781553424;4,87519732320115;0,693147180559945;0;0,553669607297809;0;0
"133";"Brazil";1947;1;"L-BRA-1947-1-19";3,59;286;NA;NA;0,540836;0;0;1,52388002407245;5,65948221575962;NA;NA;0,43232512627476;0;0
"134";"Brazil";1950;10;"L-BRA-1950-10-3";7,11;304;NA;NA;0,540836;0;0;2,09309786812732;5,72031177660741;NA;NA;0,43232512627476;0;0
"135";"Brazil";1954;10;"L-BRA-1954-10-3";8,69;326;NA;NA;0,540836;0;0;2,27109442590267;5,78996017089725;NA;NA;0,43232512627476;0;0
"136";"Brazil";1958;10;"L-BRA-1958-10-3";9,82;326;NA;NA;0,540836;0;0;2,38139627341834;5,78996017089725;NA;NA;0,43232512627476;0;0
"137";"Brazil";1962;10;"L-BRA-1962-10-7";11,17;409;NA;NA;0,540836;0;0;2,49897390699944;6,01615715969835;NA;NA;0,43232512627476;0;0
"138";"Brazil";1982;11;"L-BRA-1982-11-15";2,65;479;NA;NA;0,540836;0;0;1,2947271675944;6,17378610390194;NA;NA;0,43232512627476;0;0
"139";"Brazil";1986;11;"L-BRA-1986-11-15";3,55;487;NA;NA;0,540836;0;0;1,51512723296286;6,19031540585315;NA;NA;0,43232512627476;0;0
"140";"Brazil";1990;10;"L-BRA-1990-10-3";9,79;502;NA;NA;0,540836;0;0;2,37861977927004;6,22059017009974;NA;NA;0,43232512627476;0;0
"141";"Brazil";1994;10;"L-BRA-1994-10-3";8,53;513;NA;NA;0,540836;0;0;2,25444471766611;6,24222326545517;NA;NA;0,43232512627476;0;0
"142";"Brazil";1998;10;"L-BRA-1998-10-4";8,14;513;NA;NA;0,540836;0;0;2,21266038546606;6,24222326545517;NA;NA;0,43232512627476;0;0
"143";"Brazil";2002;10;"L-BRA-2002-10-6";9,28;513;NA;NA;0,540836;0;0;2,33020026002702;6,24222326545517;NA;NA;0,43232512627476;0;0
"144";"Brazil";2006;10;"L-BRA-2006-10-1";10,62;513;NA;NA;0,540836;0;0;2,45272775142377;6,24222326545517;NA;NA;0,43232512627476;0;0
"145";"Brazil";2010;10;"L-BRA-2010-10-3";11,26;513;NA;NA;0,540836;0;0;2,50634193050807;6,24222326545517;NA;NA;0,43232512627476;0;0
"146";"Brazil";2014;10;"L-BRA-2014-10-5";14,13547;513;19;263,692307692308;0,540836;NA;0;2,71704099584022;6,24222326545517;2,99573227355399;5,57856804833594;0,43232512627476;NA;0
